Id;Name;Code
83168EC1-8E19-4203-880E-46E35932F8DA;;NONE
0E5BFF7B-C8AE-44B2-9AA8-B06981412879;Cookeo;COOKEO
131B5ED0-67E2-440D-889F-7548C67E4012;Festif;FESTIVE
