C3AFEFCA-80E2-4904-9531-FC2598A15A48;;NONE
D38E12CA-6050-4B8E-9EB6-28633D47D7D4;Peu cher;CHEAP
09200D7A-0849-48C4-9A15-AD8CE155E124;Moyen;MEDIUM
98478F88-3DA8-4C0F-9BCD-4641E8888579;Cher;EXPENSIVE
