7BB96076-FA44-4A3A-8E07-DAFA90A04E21;;NONE
29CAEE25-8F37-4EEA-93DA-30A2D48518B4;Très facile;VERYEASY
8F8F7811-A908-4827-A000-505358CD0853;Facile;EASY
2769187A-ECB0-4056-86C9-0B02F83939EB;Moyenne;MEDIUM
54B10789-71F3-4D85-804A-1E40B125C77B;Difficile;DIFFICULT
FE5F43AC-3129-4DEA-BDE3-40EB8E76F3FD;Très difficile;VERYDIFFICULT
