Id;Name;Code
11EB4579-6ADA-4235-9EF2-90547897E316;;NONE
E517CABE-D1EB-4276-A282-02F987C6DEFC;Hiver;WINTER
EBA0129F-2925-4EB4-AC56-CC8EE55240D8;Printemps;SPRING
3CD5235D-681F-4D3C-8F13-77F7D56C8489;Été;SUMMER
4D3B905E-2968-4413-BE06-350F2F6D4F8E;Automne;AUTUMN
